,날짜,리뷰,평점
4390,2019.11.05 17:31,개인적으로 연출이랑 ost에 소름돋음 기대하고 봤는데 기대이상이였음,10
4391,2019.11.05 17:20,아름답다. 빗소리도 좋아요.,10
4392,2019.11.05 16:39,,8
4393,2019.11.05 16:27,나만 재밌게 본거냐 언어의 정원 너의 이름은 초속5센티미터 재밌었던 사람은 재밌을거야 악플 넘 신경 쓰지말고 그냥 봐 난 보다가 울었음.,10
4394,2019.11.05 16:09,신카이 마코토의 후기작. 너의 이름은과 동일한 세계관. 이 세계는 커플이 생기면 마을이 사라지고 도시가 물에 잠긴다.,10
4395,2019.11.05 15:31,애니 영화는 잘 안보는 편이지만 신카이 마코토 작가님의 너의이름은 시리즈를 보고 감동을 받아이번에 나온 날씨의 아이를 보고 한번더 감동 받았어요! 저 에게 감동을 주셔서 감사합니다.오늘로 벌써 2번째 봤네요!,10
4396,2019.11.05 15:20,"갠적으로 ""너의 이름은"" 보다 재밌게 봤습니다. 신카이마코토 무조건 믿고보는 감독으로 등극!!",10
4397,2019.11.05 13:35,너의이름은 보다 감동은 떨어지지만눈호강 귀호강 했음 ㅎㅎㅎ,8
4398,2019.11.05 13:23,영상미와 음악만으로도 볼 가치는 충분하나스토리가 아쉽긴 하네요,8
4399,2019.11.05 13:00,"솔직히 스토리도 개연성이 좀 부족해 보이고 전체적으로 너의 이름은에는 못미치지만 그래도 애들의 순수성, 영상미, 음악에 만족합니다. 너의 이름은만큼은 아니지만 여운도 남네요",10
4400,2019.11.05 12:30,,10
4401,2019.11.05 12:19,,10
4402,2019.11.05 12:09,,10
4403,2019.11.05 11:52,대박.. 보조로봄 대박대박,10
4404,2019.11.05 02:51,감독은 현재의 일본을 얘기하고 싶었던거 같아요 그래도 살아간다,7
4405,2019.11.04 23:11,그냥 내용은 빼고 영상미랑 OST로 딱 눈요기만 하기좋은작품,6
4406,2019.11.04 22:58,&#39;너의 이름은&#39;의 정신적인 연작처럼 느껴지는 작품. 신카이 마코토 감독 특유의 아름답고 감성적인 영상과 이야기로 청춘의 감성을 그대로 느끼게 해주지만 클라이맥스를 위한 전개의 무리가 전편보다 조금 크게 느껴진다. 감성이 맞는지에 따라 호불호가 갈릴 작품. ,8
4407,2019.11.04 22:37,내 성장기도 이렇게 예쁜 그림만으로 그려졌다면 좋았을것을.,7
4408,2019.11.04 22:36,,10
4409,2019.11.04 20:09,역시나 미친 디테일의 영상미.스토리는 개인적으로 초속5cm>>>언어의정원=너의이름은=날씨의 아이.근데 나 관람객인데 관람객 평점은 어떻게 하는건가요?,10
4410,2019.11.04 20:04,호불호 갈리는거같아 두번 보았습니다. 일단 전 너무 좋은 영화라 생각됩니다만 아쉬운 부분도 몇몇 있는게 사실입니다 십대 청소년들의 첫사랑을 너무 아름답게 그린거같네요 호다카 자신의 모든것을 던지고 달려나갈때 울컥했습...,10
4411,2019.11.04 19:13,언어의 정원에서 보여준 비 오는 날의 차분하고 섬세한 감성에 맑은 날씨로의 전환이 가져오는 경쾌한 무드를 신카이 마코토 특유의 채색으로 표현해내니 눈은 질릴 새 없이 즐겁다. 스토리상에 떡밥회수가 안되었다는 강박스런 비판에 대해서는 맥거핀에 대한 공부를 강박스레 권하는 바이다. ,7
4412,2019.11.04 17:39,,10
4413,2019.11.04 09:01,OST는 그럭저럭 괜찮았고 영상미는 아주 좋았지만 스토리전개는 매우 실망스러웠음.,5
4414,2019.11.03 23:23,스토리를 보지 않고 영상의 미를 중요시 여긴다면 추천할만한 영화스토리만 본다면 추천은 안함,8
4415,2019.11.03 22:32,음..영상미는 좋다!! 하지만 뭔가 부족한느낌,6
4416,2019.11.03 21:08,아쉽다.그리고 초반 점쟁이가 말한 아메온나? 나올줄 알았는데 안나오네;;남주라고 추측했지만 아닌듯 하고.떡밥회수가 너무 안됬어..그리고 타키네는 누가 돌아가신거? 아버지?,4
4417,2019.11.03 19:57,영상미만으로도 충분히 가치있음,10
4418,2019.11.03 19:13,"38세입니다. 감성적입니다. 일본이 만화는 잘만드네요. 섬세합니다. 언어의정원보다 이야기가 깊고 공상과학입니다. 대사들도 좋고. 날씨란 소재를 가지고 이렇게나?  근데 사람들이 욕하는 개연성,스토리 이런건 괜찮아요 제가볼땐. 단지 권총소재는 왜넣었는지..구지..권총빼고는 괜찮아요. ",8
4419,2019.11.03 18:57,너의 이름은 이후 최대의 감동,10
4420,2019.11.03 18:22,"평점보고 기대를 안해서그런가, 너의 이름은만큼의 충격은 없지만 충분히 즐길만한거 같습니다",8
4421,2019.11.03 18:19,난 좋았다발단 전개 위기 절정 결말,10
4422,2019.11.03 18:10,이전 작과는 조금 다른 느낌인데 좋네요 ㅎㅎ,10
4423,2019.11.03 17:48,,10
4424,2019.11.03 17:34,가족에게 보라고 추천했다.,10
4425,2019.11.03 17:20,,10
4426,2019.11.03 16:51,"영상미, 연출, OST는 완벽하다. 이에 대한 이견은 거의 없을 거라 생각한다.스토리 관련해서 말이 많은 것 같은데 나는 그냥 판타지 보는 느낌으로 봤고 개연성이 아주 없는 것도 아닌것 같다. 무엇보다 눈과 귀가 즐거우니 좀 넋 놓고 본 것 같다.총이 왜 나왔는지 의문을 가지는 사람들이 많은데 총이 없었으면 히나 구할 때 노란머리한테 계속 처맞았을거고,  (총이 없었으면 경찰 개입도 적었겠지만) 마지막에 대치하는 상황에서 시간 끄는데에도 어려움이 있었을거라 생각된다. 총 쏜뒤 잠시 생기는 침묵도 포인트였다고 생각한다.결론은 여주가 이쁘다. ",9
4427,2019.11.03 13:55,"영화의 개연성에 불만인 사람들은 이미 스가같은 ""어른""이 되어버린 사람들이다. 청소년의 감정을 되새겨보면 어떨까.",10
4428,2019.11.03 13:42,난 재밌었다 그래도 ‘너의 이름은’은 못따라감,10
4429,2019.11.03 08:57,,2
4430,2019.11.02 22:04,"진짜 개연성 무엇 ,,,",2
4431,2019.11.02 21:59,이 영화가 졸작이라고? 이 영화를 이해하기는 했는지?담고있는 내용이 이렇게 많은데?? 다시한번보세요 두번보세요!,10
4432,2019.11.02 19:23,재밌어요 노래도 좋고 이 시국에 잘 봤습니다,10
4433,2019.11.02 16:16,스토리는 부차적일뿐 배경이 주인공임 역대급 이다,10
4434,2019.11.02 13:50,,10
4435,2019.11.02 12:21,남주 가출한 이유 모르겠다고 하신 분들이 많은데 영화 보면은 자전거 막 타고 빛이 있는데로 가잖아요 그 햇빛안으로 들어가려구요 그러다가 섬이라 결국 낭떠러지에 막혀서 햇빛이 섬 저편으로 가는걸 바라만 봅니다 그래서 가출해서 섬을 탈출하려고 마음 먹은거구요 그리고 물고기 용 이런건 아예 하늘을 미지의 세계라고 설정을 잡고 시작해서 거리낄게 없었는데 총도 시작할 때 뉴스에 불법 총기 소지라고 설정 잡고 나왔고 그건 영화의 재미나 각본을 위한 요소라고 보면 될거 같은데요 떡밥 이런걸로 보지 마시고 뭐 아무튼 개인차이니깐 전 괜찮았습니다 그렇게 억지스럽진 않았습니다 한 번씩 볼만해요 다른건 몰라도 OST랑 작화는 확실히 신카이 마코토 이름답게 기대 이상이였어요 ,10
4436,2019.11.02 02:13,눈물이 아깝지 않을 정도의 작품이고 너의 이름은 보다 좋은 작품이야한다가 아닌 하나의 영화로 볼때에 스토리가 매끄럽지 못한건 아쉽지만 그래도 명작인거는 확실하고 OST스토리 전계 성우의 연기와 연출면에서 거의 완벽했다고 볼수 있다 소수점까지 점수를 매긴다면 9.8점 정도 될거 같음 하지만 10점을 주지 못하는 이유는 방금도 말했지만 스토리면에서의 작은 알맹이가 약간은 걸린다는 것이다. 하지만 아무리 도로를 잘 닦아 둔다고 하더라도 작은 돌맹이 하나 없이 완벽히 치울수는 없는법이다. 고속도로에도 작은 돌맹이 하나쯤은 있는 법이니.. 그런것은 감안해서 9점을 준것이다. 그래도 작품에 대한 이해가 쉽고 전개도 적절하니 좋은 작푼인것은 팩트고 거기에 대해서는 누구도 뭐라할수 없다고 생각한다. ,9
4437,2019.11.02 01:41,영상과 OST에 몰빵한 영화.감성 과잉으로 오글거리고 황당한 개연성으로인한 등장인물들의 말도 안 되는 행동들은 감독이 극을 억지로 끌고가려하는 느낌마저 들었다.하지만 다 덮을만큼 애니메이션 메이킹과 OST가 정말 좋았다 신카이 마코토감독은 이번 영화를 계기로 스케치가 채색보다 먼저임을 느꼇으면 ,10
4438,2019.11.01 22:37,불꽃놀이 밖에 기억에 남는게 없다,2
4439,2019.11.01 22:10,넘어야 할 큰 산이 개연성이다. 남는 게 영상미 밖에 없다.,5
4440,2019.11.01 20:30,,2
4441,2019.11.01 18:03,휴지가 촉촉해지는것을 느꼈습니다.,10
4442,2019.11.01 10:49,,10
4443,2019.11.01 01:01,,10
4444,2019.11.01 00:09,너의이름은보다는 힘빼고만든거같지만 주인공몰입도는 이작품이 최고,10
4445,2019.11.01 00:04,,10
4446,2019.11.01 00:01,,10
4447,2019.10.31 23:54,,10
4448,2019.10.31 23:04,,9
4449,2019.10.31 18:33,영화를 보기 1주일 전 나는 나에게 있어 가장 소중한 딸을 신에게 빼았겼다. 그때 나는 하늘에 빌었다. 다른것 다 가져가도 내 딸 만은 돌려달라고... &#39;나&#39; 라는 것에있어 &#39;가장 소중한 것&#39;보다 중요한 것은 없다. 가장 소중한 것을 위해서라면 주저없이 방아쇠를 몇번이고 당길 것이다. ,10
4450,2019.10.31 17:42,신카이마코토는 실망시키지않아,10
4451,2019.10.31 17:18,신카이의 영상만으로 가치는 충분히 하고 남는다,9
4452,2019.10.31 12:30,소소한 감동? 따뜻한 영화,8
4453,2019.10.31 09:05,너의이름은을 뛰어넘지는 못했어요. 스토리의 개연성이 조금 미흡해요. 근데 영상미가 터졌어요... 너무 잘 봤어요.,10
4454,2019.10.31 08:50,역시 신카이 마코토...눈호강만 해도 본전 이상입니다,10
4455,2019.10.31 08:46,진심으로 괜찮음을 주겠다.,10
4456,2019.10.31 08:28,초반에는 뭐지 했는데 점점 갈수록 재밌어진다.,10
4457,2019.10.31 04:26,신카이마코토의 환상적인 작화 퀄리티에 놀랐지만 각본적으로 아쉬운 영화,10
4458,2019.10.31 03:45,"개인적으로 전작 &lt;너의 이름은&gt;보다 더 재미도 있고, 감동도 있었습니다. 소년 호도카의 폭력(?) 장면이 일부 나오기는 하지만 12세 관람가로 해도 무방할 것 같습니다. 19세로 해야 할 기생충 같은 영화는 15세로 하고, 12세로 등급을 매겨야 할 &lt;날씨의 아이&gt;는 왜 15세로 했는지 고무줄 등급이네요. 아무튼 영상미와 연기, 스토리 모두 좋았습니다. 한 번 더 보고 싶네요. ",10
4459,2019.10.31 03:31,"신카이 마코토의 단점인 스토리 개연성, 그의 장점인 작화와 OST가 각자의 정점을 찍었다. 머리로 이해하려 하지말고 가슴으로 본다면 조금은 좋을듯하다. 7작품내내 지적받은 개연성을 고친다면 남녀노소 인정하는 거장이 될텐데.. ",9
4460,2019.10.31 03:17,,9
4461,2019.10.31 02:10,너의 이름은이랑 비슷한 부분이 몇개 있는데 그래도 정말 재밌어요,10
4462,2019.10.31 01:42,오늘 보고왔는데 개쌉지렸음 ㅋㅋ 내일도 또보러 갈거,10
4463,2019.10.31 00:55,고구마 남주...결국 남주때매 도시가 망함.모두의 행복을 위한 재물은 부당한거라는 결말을 보여주고 싶은건가? 떡밥회수가 없어서 그마저 예상이 어렵다. 미츠하랑 타키를 본게 가장 큰 수확. 하지만 얘네도 잠겨버린 도쿄에서 행복하게 살아갈라나 ,5
4464,2019.10.30 21:05,이야기가 영상미를 받쳐주질 못하니 멋진 영상미가 오히려 더 공허하게 느껴졌다.. 도대체 무슨 내용인지.. 너의 이름은 정도의 내용을 기대하고 가시면 실망하실 겁니다. 그닥 추천하지 않습니다.,5
4465,2019.10.30 16:53,물바다가 된 도쿄는 심했던것 같아요. 다수가 입은 피해는 생각 안하나요? 차라리 호타카가 히나랑 저승에서 사는것도 나쁘지 않은 결말일것 같았는데....,7
4466,2019.10.30 16:49,강추 완전 강추에요 아직안봤지만,10
4467,2019.10.30 16:28,일본애니는 어째 10년전이랑 다른게 없을까,4
4468,2019.10.30 13:47,'너의 이름은'이 너무 대작이었다고 느낌,10
4469,2019.10.30 10:09,박평식평점 공감되네 스토리는 별로지만 음악은 여전함,6
4470,2020.05.27 20:54,갈수록 확실해진다... 신카이 마코토는 죽어도 미야자키 하야오는 커녕 호소다 마모루 발끝도 못 쫓아갈거다...,1
4471,2020.03.07 02:06,노래랑 영상미만 좋음. 내용은 걍노잼.,1
4472,2020.01.27 10:01,정말... 개연성 1도 없고 영상미만 예쁨...끝.. 스토리 중요시하는 분들은 관람x,2
4473,2019.12.31 10:19,"여자에 대한 컴플렉스가 가득한 찌질남의 청소년 시절로 돌아가 여자 사귀고 싶은 지독한 집착이 애니메이션, 즉 망상으로 귀결.",3
4474,2019.11.28 01:19,개연성이 전혀없고 떡밥회수가안되서 심지어 음악마저 그걸 살리지 못함... 감동적이지 않음,4
4475,2019.11.24 17:33,은유적 표현을 많이 해놨던 애니. 태양신 숭배와도 관련있는 애니였음. 다른 사람들이 보기에도 내가 보기에도 스토리 개연성이 낮아보이는 것이 사실이었음,9
4476,2019.11.23 23:55,"영상미, ost만 좋음. 두개만.",4
4477,2019.11.20 16:59,좀 지루했고.. 결말도 약간 허무해서 아쉬웠어요,6
4478,2019.11.19 12:40,ㅜㅜ 엄청 기대했습니다 하지만 너의 이름은 보다는 그저 그랬어요 ..재미는 그냥...내용도 딱 와닿는것도 없었네요..,6
4479,2019.11.17 20:11,너의 이름은 생각하고 보신다면 실망하실겁니다..,2
4480,2019.11.15 19:14,"비 올 때 누군가를 빠뜨리고 싶을 때 보기 좋고,  끝나갈 때 배가 대교를 지나가는 장면에서 자이언티의 양화대교가 생각나는 훌륭한 영화이이다.",10
4481,2019.11.14 23:42,심금을 울리는 애니메이션 보면서 기존의 스토리의 원칙을 깬 애니메이션이고 청춘과 사랑을 다른형태로 표현했으며 해피엔딩을 못 만드는 감독이란 편견을 깼으며 인제 재패니메이션의 신카이 마코토 감독은 범접할수도 넘볼수 없는 감독들중에 하나이자 또 다른 상징으로 증명되었다. 한국내 애니메이션에서 아무도 넘볼수 없는 존재다.다음작이 나오기를 기대된다! ,10
4482,2019.11.14 22:13,진짜 좋았습니다,10
4483,2019.11.14 21:30,예술이였음!!! 영상미는 진짜 믿고봐도됨,10
4484,2019.11.14 20:08,예전부터 좋아해오고 계속 봐왔던  신카이 마코토의 작품으로써 이번 날씨의 아이의는 신카이 마코토만의 그 내용이 정말 잘 들어나 정말 좋고 재밌게 본 작품입니다 특히 이번 날씨의 아이에서는 전 작품인 너의 이름은에 주인공들인 미야미즈 미츠하와 타키 타치바나가 까매오로 출현한 것은 정말 신카이 마코토의 작품에 팬으로서 정말 좋은 아이디어라고 생각이 듭니다 정말 아주 만족하고 재미있게 봤습니다 정말 꼭 봤음하는 작품이라고 생각하니 꼭 보시는걸 추천드립니다 ,10
4485,2019.11.12 20:21,영화볼줄 모르는 나도 생각했던게 여기 평점들에 다 써있네..작화 OST밖게 생각 안나는 작품..솔직히 이부분도 느그이름보단 별로였고개연성은 폐급 그자체...결말이 문제가 아니야..,4
4486,2019.11.11 09:52,"어른이 돼야해, 소년얼른 가보게, 청년",10
4487,2019.11.11 09:46,연출에 뽕이차고 음악에 뽕이 또차고,10
4488,2019.11.11 08:28,어제 극장에 가서 봤습니다. 평소에 신카이 마코토를 좋아했고 영화도 찾아봤는데 이번 날씨의 아이가 호불호가 많이 갈려서 별로 기대는 안하고 봤지만 정말 상상이상입니다. 특히 ost와 작화가 최고였고요. 또 보고싶습니다 ,10
4489,2019.11.10 20:07,,10
4490,2019.11.10 19:08,호타카가 가출한 이유는 얼굴에 있는 상처보고 알 수 있었는데초반 도코 가는 배에서 소나기 올때 왜 좋아했던건지 모르겠네...ost나 작화는 진짜 좋음,10
4491,2019.11.08 16:16,,2
4492,2019.11.08 00:46,진짜 호불호에 갈릴만한거 였지만 저는 계속 보고 싶습니다!!!,10
4493,2019.11.07 21:29,,10
4494,2019.11.06 16:35,개연성이 너무 떨어져서 보는 내내 몰입이 되지 않았음총은 왜 거기서 나온거고 우연의 우연이 너무 반복결말도 딱 너의 이름은 아류작이었다,6
4495,2019.11.05 17:06,스토리는 갠적으로 아쉬웠지만 연출만큼은 내가 왜 인제까지 살아있는지를 느꼈다,10
4496,2019.11.05 16:37,역시 갓카이 마코토,10
4497,2019.11.05 14:23,진짜 너무 재밌었습니다.여자친구가 울더라구요,10
4498,2019.11.05 11:33,도쿄 재앙을 야기하는 급식들의 극한의 치정극이지만 그 가벼운 내용 뒤엔 사회고발적인 메세지와 자연재해로 고통받는 일본의 현주소가 잘 담겨져 있고 날씨와 도쿄를 묘사한 작화감은 너무 아름다웠음. 이시국충들은 불쌍하네 이런 걸 극장에서 못 보고. ,10
4499,2019.11.05 11:20,스토리도 지루하지 않고 노래도 좋고 그림체도 예쁘고 재밌었어요 !.!,10
4500,2019.11.05 10:07,,10
4501,2019.11.05 05:54,애초에 일이 바빠서 영화관련해서 하나도 모르고 있다가 신카이 마코토 감독 새 작품이라는 말 하나로 예매하고 예고편도 안보고 봤습니다 비와 눈 내리는 장면이 멋지더군요,8
4502,2019.11.05 01:25,,10
4503,2019.11.04 23:06,진짜 현실세계와 같은 마음가진 어른들덕에 감정이입 잘한듯,10
4504,2019.11.04 23:01,엑스트라로  너의이름은  주인공들나옴 난재미게봄 ㅎ,10
4505,2019.11.04 22:14,이 영화는.좀 생각하면서 보면 작가가 뭘 말하는지 알거같아요^^,10
4506,2019.11.04 22:11,재밌다.. 역시 신카이마코토,10
4507,2019.11.04 20:26,9ood,10
4508,2019.11.04 20:22,영화에서 지나치게 개연성 찾지 않으시는 분들은 재밌게 보실 수 있습니다. 그래서 저는 정말 재밌게 봤습니다.ㅎㅎ 누군가를 진짜 저정도로 좋아 할 수 있었으면 하는 마음이 들었네요.,9
4509,2019.11.03 23:14,뭘 전하려는건지 모르겠음Ost랑 영상미만 좋고 내용이랑 관계없는 쓸데 없는 장면도 꽤 있음,2
4510,2019.11.03 22:16,Ost와 영상만 건졌다,2
4511,2019.11.03 22:09,"1. 주인공 끝까지 집 돌아가기 싫어하던데, 단순히 집 나온 이유가 섬이 싫어서였음. 이유에 대한 게 안 나옴.2. 주인공도 이제 날씨의 무녀 된 건지3. 너의 이름은과 이어지는데, 결말이 저따위면 결국 평행세계인지...",5
4512,2019.11.03 21:07,영상미랑 OST만 남은 똥덩어리,3
4513,2019.11.03 18:57,개띵작인데 테러하지마 얘두라ㅠㅠㅠ,10
4514,2019.11.03 13:08,흔한고 흔하고 뻔한 스토리ㅋ돈주고 보기 아까움 ㅋ쓰레기는 쓰레기통에,2
4515,2019.11.03 10:58,갓본갓본갓본갓본갓본,10
4516,2019.11.03 03:37,개연성을 왜 애니메이션에서찾냐고 개연성을 찾으려면 뉴스나 정치판에서 찾아 너의이름은이 너무 대작이라 비교는 할수있으나 이거또한 애니에 개연성부르짓는 니들이 깔만한작품은 아니다난 광안리불꽃축제를 영화관에서 본 기분인데 ,10
4517,2019.11.03 01:49,"눈뽕, 귀뽕 덕분에 4점. 스토리는 실망",4
4518,2019.11.02 22:06,스토리 연계 겁나 상관없고 갑자기 가출을 하고 갑자기 총을 쏘고 그냥 GTA일본판인데 중국에서 만들어서 오류난거 같음,1
4519,2019.11.02 10:43,개인적으로 너의이름이랑 맞먹는 수준의 감동,10
4520,2019.11.01 23:00,"전작의 장점(영상미, OST)은 강화되고 단점(서사, 개연성)은 악화되었다. 마지막에 남주와 여주가 부둥켜안지만 현실은 수재민, 전염병, 도쿄 경제력 약화. 물론 주인공 책임은 아니지만 현실 문제는 어떻게 되는데?",5
4521,2019.11.01 19:20,제목부터가 진부하다..,5
4522,2019.11.01 08:51,여자 죽음 남자 살음 남주 범죄자 보호관찰여주 손모으면 햇빛이 뾰로롱,10
4523,2019.11.01 08:06,,10
4524,2019.11.01 07:46,,10
4525,2019.11.01 05:15,"영상미, OST, 가사 황홀함에 매료되나 스토리의 뜬금없는 개연성은 어처구니가 없을 정도이다. 감성을 고조만 시킨 후 폭발엔 실패. 정만 아쉬운 작품이다. 그럼에도 극장에서 볼만한 가치가 있으므로 7.5점.",7
4526,2019.11.01 01:08,,10
4527,2019.11.01 00:55,작화 퀄리티 정말 좋아요~ 보는내내 눈이 즐거움.비오는 날씨와 물방울 표현이 인상적임.한 사람의 희생으로 모두를 구한다는 뻔한 내용이 아니라서 저는 좋았습니다. 그리고 여주 남동생과 고양이가 깨알웃음을 던져주는 듯....,8
4528,2019.11.01 00:07,단조로운 스토리와 기분이 좋아지는 연출. 편하고 즐겁게 보기 좋은 작품.,7
4529,2019.10.31 23:41,아이들과 함께보기 좋은영화천공의성 라퓨타 오마주가 있나요?너의이름은의 주인공이 까메오 등장,8
4530,2019.10.31 23:34,또 보고싶어 미치겠는게 이 영화를 설명한다,10
4531,2019.10.31 23:20,다들 총의 등장에 대해서 부정적인 의견들이 많은데 나는 아이들이 자신을 보호하기 위한 최후의 수단으로 총이 쓰인 것 같아서 더 슬펐음. 작화나 ost는 입댈 것도 없이 기대 이상이였고 마지막 부분은 내가 이 영화를 보고 있음에 감사했을만큼 최고였다. ,10
4532,2019.10.31 22:28,"씹덕 클리셰와 뜬금포 OST 타이밍, 약간 어색한 연기, 개연성이 망가진 스토리. 플롯 자체는 나쁘지 않았지만 영상에 표현되지 않은 뒷 설정이 너무 많아 아쉬웠다. 각본을 좀 더 다듬었다면 충분히 공감을 주고 감동을 선사할 수 있었을 텐데. 영상미와 OST는 훌륭했지만 전작보단 확실히 덜했고 일부 3D 부분은 다소 과하고 부자연스러운 느낌이 있었다. 여러모로 아쉬움이 남는 작품이다. ",8
4533,2019.10.30 21:52,"1. 주인공이 일 존나 크게 만듦2. 전전전세나 난데모나이야 같은 띵곡 없음3. 은근 기대한 작화퀄이 아니길래 살짝 실망하려는 찰나    막판에 힘조절하던 작화 터트림4. 감정선에 공감이 안돼 감동 못하고있다가    그 막판 작화에 감동함5. 애초에 신카이마코토는 스토리2/작화8이었음    너의이름은에서만 둘다 좋았을 뿐,, 기대하면 실망함6. 오덕옆에 앉으면 자꾸 입틀어막아싸서 신경쓰임 ",6
4534,2019.10.30 14:52,친구가 하도 징징거려서 봤는데 ㅆㄷㅎ....,1
4535,2020.02.28 13:14,오타쿠 관람객때문에 매우 불쾌하게 영화봄제발 씻고나서 공공장소좀 오고영화관에선 정숙해라 (일본어로 리액션 처돌았냐?),1
4536,2019.12.03 20:12,그림은 진짜 잘그렸는데 스토리를 너무 생각나는데로 막쓴 스토리 같음 그래도 볼만 함 하지만 너의 이름은 보다는 차이가 쫌 큰듯,4
4537,2019.12.01 00:55,결말도 이상하고 개연성도 그지같고 전반적으로 대부분이 노잼이었음 좋았던건 ost말곤 없었음,1
4538,2019.11.19 23:44,"전작이 너무 훌륭했죠,, 너무 별로였네요 스토리 등에서 물론 호불호가 심하더라구요 같이 본 친구는 울고 한명은 또 자더라구요,,",2
4539,2019.11.16 22:10,,10
4540,2019.11.14 21:57,ㄹㅇ 히나 구할려고 노력하는 장면에서 진짜 울컼했는데 grand escape에서 소름이 나만 그런지 모르겠는데 난 히나 구할려고 노력하는 모습이 너무 기억에 남는다. 끝나고도 그장면만 계속 생각난다,10
4541,2019.11.13 12:58,스토리가 엉성하고 조잡했다. 영상미나 오스트만 좋았음.,1
4542,2019.11.11 14:30,보고나면 또 보고싶어지는 영화...여운이 너무 오래간다....,10
4543,2019.11.07 23:40,"영상미야 신카이 감독님이니까 그렇다치고... 주인공을 매력적이지 못하게 그리며, 클라이맥스에서 얘가 어디로가서 뭘하려는지 설명이 부족했던점..아쉬웠다.",4
4544,2019.11.07 19:53,스토리의 개연성이 너무 떨어져 다 보고 나왔는데 이 영화에서 주고자 하는 메세지를 전혀 알 수 없었습니다. 기대하고 본 것도 아닌데도 스토리가 너무 이어지지않고 개연성이 없어 다보고 나왔는데도 찝찝했습니다.다만 영상미와 ost는 좋았다고 생각합니다. ,1
4545,2019.11.07 16:19,"황홀하게 뜬구름 잡기, 평식이형 평이 적확하다.",1
4546,2019.11.07 11:47,그 호다카가 비상계단으로 올라갔을때의 울컥함과호다카와 히나가 슬퍼할때의 울컥함과호다카가 세상따윈 미쳐도 돼!할때 그 노래 소름돋았뜸!,10
4547,2019.11.05 17:54,일본꺼 불매한다매 존나많이보네,2
4548,2019.11.05 12:09,애니메이션 팬입니다. 추천합니다!!!,10
4549,2019.11.05 08:41,,10
4550,2019.11.05 01:58,영화관에서 처음으로 5번넘게본 작품 터미네이터보다 재밌는 작품,10
4551,2019.11.05 00:18,,10
4552,2019.11.04 23:23,,10
4553,2019.11.04 21:36,이 영화는 두번 봐야 진짜 감동을 느낄 수 있어요. 사실 개연성이 좀 부족한데 다회차는 별로 신경이 안쓰여서 더 재밌게 볼수 있습니다. 감동적이고 재밌네요.,10
4554,2019.11.04 20:49,미흡한 부분이 없는 건 아니었지만 좋았다. 다회차의 묘미,10
4555,2019.11.03 19:42,사람들 평이 호불호가 갈려서 안볼까하다가 내가 너의 이름은을 극장에서 안본게 후회되서 이것도 후회할까봐 오늘 아침에 보러갔는데 치유 제대로 하고 갔다 재미도 있었고 OST는 물론 좋았고 영상미 진짜 쩔었고 거짓말 1도안치고 소름 5번은 돋았음 마음 치유하고 싶은 사람들은 꼭보세요 추천합니다 ,8
4556,2019.11.03 01:34,영상미 빼면 시체인영화...내가 두시간 동안 뭘보고나온건지 모르겠다 두시간 동안 비내리는거만 보고온듯^^ 너의 이름은 생각하고 가시면 대대대대실망하고 나올것임,2
4557,2019.11.02 18:31,내가 방금 뭘 보고 나온걸까...?,1
4558,2019.11.02 11:27,스토리가 개판입니다... 결국 도쿄가 물에 잠겨도 아.. 원래는 물이었으니까.. 하는 말도 안되는 논리로 합리화하네요.. 정말 보면서 기가차더라구요. 차라리 주인공이 어른으로 성장한 마지막 장면때 여자주인공을 다시 보내주는 &#39;어른스러운&#39; 전개를 기대했는데.. 이게 뭔... 실망이 큽니다. 또 총기소지혐의로 신병을 구속하는데 무기하나 안들고오고... 나중에서야 무기로.. 만화는 만화로 봐야한다지만 개연성이 너무 떨어집니다. 결국 수준이 떨어졌다고 봐야겠죠. 작화에 너무 신경쓴 나머지 그 외 다른 요소가 질이 낮아졌습니다. 매너리즘이라고 해도 좋을 정도로요. ,1
4559,2019.11.01 22:06,아주 멋진 짱구는못말려 극장판,6
4560,2019.11.01 09:42,간만의 힐링♡ 너의이름은을 이어 실망시키지  많구먼ㅎㅎ,10
4561,2019.11.01 07:09,너의 이름은을 너무 감명깊게 봐서 그런지 이번 영화도 기대 했습니다 그런데 감동은 크게 많지 않았고 그냥 영상미로 보다가 온 것 같네요 나름 재밌었습니다,8
4562,2019.11.01 03:37,재밌게봤어요 ! !.!,10
4563,2019.11.01 02:18,영화 만들어 주셔서 감사합니다,10
4564,2019.11.01 00:10,,10
4565,2019.10.31 07:38,영상미랑 음악 빼면 진짜 볼 거 하나도 없는 영화 너무 재미없었습니다 개연성도 없고,3
4566,2019.10.30 13:29,그냥 너의 이름은 재탕함. 작위적이고 난잡,5
4567,2019.11.22 23:45,그래서 남주가 왜 가출했는데; 그런거 하나도 안알려주고 빛따라왔다고 하면 진짜 정신병자인데;,1
4568,2019.11.16 00:26,집에와서 obs에서 본 영화가 더 재미있음,4
4569,2019.11.16 00:02,역시나 아름다운 영상과 음향..하지만 스토리가 너무 참담하다ㅋㅋ마치 예쁜 그림을 다 그려놓고는 거기에 맞춰서 스토리를억지로 끼워맞춰 만든 느낌이었다개연성은 그냥 개판이고 너무나 오그리 토그리..감독 전작들을 다 봐왔는데.. 최근 심경의 변화라도 생긴건지.. 갑분 도쿄침몰ㅋㅋ ,4
